Data From,Data To,Quarter,State,Year
1633026600000.0,1640629800000.0,4,dadra-&-nagar-haveli-&-daman-&-diu,2021
1640975400000.0,1648405800000.0,1,dadra-&-nagar-haveli-&-daman-&-diu,2022
1648751400000.0,1656354600000.0,2,dadra-&-nagar-haveli-&-daman-&-diu,2022
1656613800000.0,1664303400000.0,3,dadra-&-nagar-haveli-&-daman-&-diu,2022
1664562600000.0,1672165800000.0,4,dadra-&-nagar-haveli-&-daman-&-diu,2022
1514745000000.0,1522175400000.0,1,delhi,2018
1522521000000.0,1530124200000.0,2,delhi,2018
1530383400000.0,1538073000000.0,3,delhi,2018
1538332200000.0,1545935400000.0,4,delhi,2018
1546281000000.0,1553711400000.0,1,delhi,2019
1554057000000.0,1561660200000.0,2,delhi,2019
1561919400000.0,1569609000000.0,3,delhi,2019
1569868200000.0,1577471400000.0,4,delhi,2019
1577817000000.0,1585333800000.0,1,delhi,2020
1585679400000.0,1593282600000.0,2,delhi,2020
1593541800000.0,1601231400000.0,3,delhi,2020
1601490600000.0,1609093800000.0,4,delhi,2020
1609439400000.0,1616869800000.0,1,delhi,2021
1617215400000.0,1624818600000.0,2,delhi,2021
1625077800000.0,1632767400000.0,3,delhi,2021
1633026600000.0,1640629800000.0,4,delhi,2021
1640975400000.0,1648405800000.0,1,delhi,2022
1648751400000.0,1656354600000.0,2,delhi,2022
1656613800000.0,1664303400000.0,3,delhi,2022
1664562600000.0,1672165800000.0,4,delhi,2022
1514745000000.0,1522175400000.0,1,goa,2018
1522521000000.0,1530124200000.0,2,goa,2018
1530383400000.0,1538073000000.0,3,goa,2018
1538332200000.0,1545935400000.0,4,goa,2018
1546281000000.0,1553711400000.0,1,goa,2019
1554057000000.0,1561660200000.0,2,goa,2019
1561919400000.0,1569609000000.0,3,goa,2019
1569868200000.0,1577471400000.0,4,goa,2019
1577817000000.0,1585333800000.0,1,goa,2020
1585679400000.0,1593282600000.0,2,goa,2020
1593541800000.0,1601231400000.0,3,goa,2020
1601490600000.0,1609093800000.0,4,goa,2020
1609439400000.0,1616869800000.0,1,goa,2021
1617215400000.0,1624818600000.0,2,goa,2021
1625077800000.0,1632767400000.0,3,goa,2021
1633026600000.0,1640629800000.0,4,goa,2021
1640975400000.0,1648405800000.0,1,goa,2022
1648751400000.0,1656354600000.0,2,goa,2022
1656613800000.0,1664303400000.0,3,goa,2022
1664562600000.0,1672165800000.0,4,goa,2022
1514745000000.0,1522175400000.0,1,gujarat,2018
1522521000000.0,1530124200000.0,2,gujarat,2018
1530383400000.0,1538073000000.0,3,gujarat,2018
1538332200000.0,1545935400000.0,4,gujarat,2018
1546281000000.0,1553711400000.0,1,gujarat,2019
1554057000000.0,1561660200000.0,2,gujarat,2019
1561919400000.0,1569609000000.0,3,gujarat,2019
1569868200000.0,1577471400000.0,4,gujarat,2019
1577817000000.0,1585333800000.0,1,gujarat,2020
1585679400000.0,1593282600000.0,2,gujarat,2020
1593541800000.0,1601231400000.0,3,gujarat,2020
1601490600000.0,1609093800000.0,4,gujarat,2020
1609439400000.0,1616869800000.0,1,gujarat,2021
1617215400000.0,1624818600000.0,2,gujarat,2021
1625077800000.0,1632767400000.0,3,gujarat,2021
1633026600000.0,1640629800000.0,4,gujarat,2021
1640975400000.0,1648405800000.0,1,gujarat,2022
1648751400000.0,1656354600000.0,2,gujarat,2022
