App Openings,Place Name,Quarter,Registered Users Count,State,Year
32459845.0,samastipur district,4,793296.0,bihar,2022
10606068.0,banka district,4,270790.0,bihar,2022
50161341.0,purbi champaran district,4,1079466.0,bihar,2022
4924740.0,sheohar district,4,93194.0,bihar,2022
15287136.0,bhojpur district,4,530042.0,bihar,2022
0.0,chandigarh district,1,86268.0,chandigarh,2018
0.0,chandigarh district,2,115219.0,chandigarh,2018
0.0,chandigarh district,3,143893.0,chandigarh,2018
0.0,chandigarh district,4,177747.0,chandigarh,2018
0.0,chandigarh district,1,209175.0,chandigarh,2019
1220176.0,chandigarh district,2,240439.0,chandigarh,2019
4625196.0,chandigarh district,3,267337.0,chandigarh,2019
4960441.0,chandigarh district,4,289590.0,chandigarh,2019
5201211.0,chandigarh district,1,312887.0,chandigarh,2020
3451250.0,chandigarh district,2,336351.0,chandigarh,2020
4888739.0,chandigarh district,3,362588.0,chandigarh,2020
6477974.0,chandigarh district,4,391402.0,chandigarh,2020
7919533.0,chandigarh district,1,419998.0,chandigarh,2021
4733924.0,chandigarh district,2,448572.0,chandigarh,2021
6378807.0,chandigarh district,3,480463.0,chandigarh,2021
11603954.0,chandigarh district,4,512092.0,chandigarh,2021
2321685.0,chandigarh district,1,541549.0,chandigarh,2022
2285979.0,chandigarh district,2,569582.0,chandigarh,2022
2173356.0,chandigarh district,3,598698.0,chandigarh,2022
15308862.0,chandigarh district,4,627563.0,chandigarh,2022
0.0,dhamtari district,1,15571.0,chhattisgarh,2018
0.0,korba district,1,39075.0,chhattisgarh,2018
0.0,surajpur district,1,12279.0,chhattisgarh,2018
0.0,baloda bazar district,1,21747.0,chhattisgarh,2018
0.0,sukma district,1,3205.0,chhattisgarh,2018
0.0,raigarh district,1,51628.0,chhattisgarh,2018
0.0,janjgir champa district,1,42297.0,chhattisgarh,2018
0.0,jashpur district,1,12420.0,chhattisgarh,2018
0.0,balod district,1,13500.0,chhattisgarh,2018
0.0,kabirdham district,1,10892.0,chhattisgarh,2018
0.0,surguja district,1,22001.0,chhattisgarh,2018
0.0,dantewada district,1,4894.0,chhattisgarh,2018
0.0,gariyaband district,1,8679.0,chhattisgarh,2018
0.0,durg district,1,91516.0,chhattisgarh,2018
0.0,rajnandgaon district,1,26295.0,chhattisgarh,2018
0.0,raipur district,1,135308.0,chhattisgarh,2018
0.0,narayanpur district,1,1768.0,chhattisgarh,2018
0.0,kanker district,1,10256.0,chhattisgarh,2018
0.0,korea district,1,15517.0,chhattisgarh,2018
0.0,mungeli district,1,7387.0,chhattisgarh,2018
0.0,bilaspur district,1,68704.0,chhattisgarh,2018
0.0,balrampur district,1,9313.0,chhattisgarh,2018
0.0,bijapur district,1,3606.0,chhattisgarh,2018
0.0,bemetara district,1,12283.0,chhattisgarh,2018
0.0,bastar district,1,13889.0,chhattisgarh,2018
0.0,kondagaon district,1,5625.0,chhattisgarh,2018
0.0,mahasamund district,1,19608.0,chhattisgarh,2018
0.0,dhamtari district,2,22286.0,chhattisgarh,2018
0.0,korba district,2,54105.0,chhattisgarh,2018
0.0,surajpur district,2,17141.0,chhattisgarh,2018
0.0,baloda bazar district,2,32314.0,chhattisgarh,2018
0.0,sukma district,2,4793.0,chhattisgarh,2018
0.0,raigarh district,2,70970.0,chhattisgarh,2018
0.0,janjgir champa district,2,60185.0,chhattisgarh,2018
0.0,jashpur district,2,17053.0,chhattisgarh,2018
0.0,balod district,2,19941.0,chhattisgarh,2018
0.0,kabirdham district,2,16461.0,chhattisgarh,2018
0.0,surguja district,2,30374.0,chhattisgarh,2018
0.0,dantewada district,2,7287.0,chhattisgarh,2018
0.0,gariyaband district,2,12542.0,chhattisgarh,2018
0.0,durg district,2,124515.0,chhattisgarh,2018
0.0,rajnandgaon district,2,38120.0,chhattisgarh,2018
0.0,raipur district,2,185747.0,chhattisgarh,2018
0.0,narayanpur district,2,2522.0,chhattisgarh,2018
0.0,kanker district,2,15229.0,chhattisgarh,2018
0.0,korea district,2,20966.0,chhattisgarh,2018
0.0,mungeli district,2,11084.0,chhattisgarh,2018
0.0,bilaspur district,2,94888.0,chhattisgarh,2018
0.0,balrampur district,2,12903.0,chhattisgarh,2018
0.0,bijapur district,2,5454.0,chhattisgarh,2018
0.0,bemetara district,2,17548.0,chhattisgarh,2018
0.0,bastar district,2,19718.0,chhattisgarh,2018
0.0,kondagaon district,2,8321.0,chhattisgarh,2018
0.0,mahasamund district,2,28208.0,chhattisgarh,2018
0.0,dhamtari district,3,29271.0,chhattisgarh,2018
0.0,korba district,3,68746.0,chhattisgarh,2018
0.0,surajpur district,3,23142.0,chhattisgarh,2018
0.0,baloda bazar district,3,43335.0,chhattisgarh,2018
0.0,sukma district,3,6694.0,chhattisgarh,2018
0.0,raigarh district,3,89911.0,chhattisgarh,2018
0.0,janjgir champa district,3,77834.0,chhattisgarh,2018
0.0,jashpur district,3,22329.0,chhattisgarh,2018
0.0,balod district,3,26663.0,chhattisgarh,2018
0.0,kabirdham district,3,21958.0,chhattisgarh,2018
0.0,surguja district,3,40025.0,chhattisgarh,2018
0.0,dantewada district,3,10338.0,chhattisgarh,2018
0.0,gariyaband district,3,16672.0,chhattisgarh,2018
0.0,durg district,3,150753.0,chhattisgarh,2018
0.0,rajnandgaon district,3,50271.0,chhattisgarh,2018
0.0,raipur district,3,231146.0,chhattisgarh,2018
0.0,narayanpur district,3,3509.0,chhattisgarh,2018
0.0,kanker district,3,21379.0,chhattisgarh,2018
0.0,korea district,3,27036.0,chhattisgarh,2018
0.0,mungeli district,3,15251.0,chhattisgarh,2018
0.0,bilaspur district,3,119415.0,chhattisgarh,2018
0.0,balrampur district,3,17026.0,chhattisgarh,2018
0.0,bijapur district,3,7785.0,chhattisgarh,2018
0.0,bemetara district,3,23151.0,chhattisgarh,2018
0.0,bastar district,3,25975.0,chhattisgarh,2018
0.0,kondagaon district,3,11549.0,chhattisgarh,2018
0.0,mahasamund district,3,36628.0,chhattisgarh,2018
0.0,dhamtari district,4,37491.0,chhattisgarh,2018
0.0,korba district,4,88680.0,chhattisgarh,2018
0.0,surajpur district,4,32284.0,chhattisgarh,2018
0.0,baloda bazar district,4,60270.0,chhattisgarh,2018
0.0,sukma district,4,9189.0,chhattisgarh,2018
0.0,raigarh district,4,116785.0,chhattisgarh,2018
0.0,janjgir champa district,4,107156.0,chhattisgarh,2018
0.0,jashpur district,4,29087.0,chhattisgarh,2018
0.0,balod district,4,35319.0,chhattisgarh,2018
0.0,kabirdham district,4,30021.0,chhattisgarh,2018
0.0,surguja district,4,51776.0,chhattisgarh,2018
0.0,dantewada district,4,14264.0,chhattisgarh,2018
0.0,gariyaband district,4,21861.0,chhattisgarh,2018
0.0,durg district,4,185746.0,chhattisgarh,2018
0.0,rajnandgaon district,4,64828.0,chhattisgarh,2018
0.0,raipur district,4,289198.0,chhattisgarh,2018
0.0,narayanpur district,4,4918.0,chhattisgarh,2018
0.0,kanker district,4,29452.0,chhattisgarh,2018
0.0,korea district,4,35408.0,chhattisgarh,2018
0.0,mungeli district,4,21506.0,chhattisgarh,2018
0.0,bilaspur district,4,153972.0,chhattisgarh,2018
0.0,balrampur district,4,22409.0,chhattisgarh,2018
0.0,bijapur district,4,10547.0,chhattisgarh,2018
0.0,bemetara district,4,30148.0,chhattisgarh,2018
0.0,bastar district,4,34157.0,chhattisgarh,2018
0.0,kondagaon district,4,15900.0,chhattisgarh,2018
0.0,mahasamund district,4,47626.0,chhattisgarh,2018
0.0,dhamtari district,1,44369.0,chhattisgarh,2019
0.0,korba district,1,105570.0,chhattisgarh,2019
0.0,surajpur district,1,39128.0,chhattisgarh,2019
0.0,baloda bazar district,1,73454.0,chhattisgarh,2019
0.0,sukma district,1,11464.0,chhattisgarh,2019
0.0,raigarh district,1,139059.0,chhattisgarh,2019
0.0,janjgir champa district,1,130114.0,chhattisgarh,2019
0.0,jashpur district,1,35598.0,chhattisgarh,2019
0.0,balod district,1,42804.0,chhattisgarh,2019
0.0,kabirdham district,1,36729.0,chhattisgarh,2019
0.0,surguja district,1,62300.0,chhattisgarh,2019
0.0,dantewada district,1,17514.0,chhattisgarh,2019
0.0,gariyaband district,1,25995.0,chhattisgarh,2019
0.0,durg district,1,224058.0,chhattisgarh,2019
0.0,rajnandgaon district,1,78320.0,chhattisgarh,2019
0.0,raipur district,1,351495.0,chhattisgarh,2019
0.0,narayanpur district,1,6161.0,chhattisgarh,2019
0.0,kanker district,1,36502.0,chhattisgarh,2019
0.0,korea district,1,41970.0,chhattisgarh,2019
0.0,mungeli district,1,26640.0,chhattisgarh,2019
0.0,bilaspur district,1,184636.0,chhattisgarh,2019
0.0,balrampur district,1,27410.0,chhattisgarh,2019
0.0,bijapur district,1,12986.0,chhattisgarh,2019
0.0,bemetara district,1,36315.0,chhattisgarh,2019
0.0,bastar district,1,41559.0,chhattisgarh,2019
0.0,kondagaon district,1,19795.0,chhattisgarh,2019
0.0,mahasamund district,1,56953.0,chhattisgarh,2019
244565.0,dhamtari district,2,51082.0,chhattisgarh,2019
662066.0,korba district,2,119540.0,chhattisgarh,2019
235751.0,surajpur district,2,44750.0,chhattisgarh,2019
425931.0,baloda bazar district,2,84458.0,chhattisgarh,2019
98219.0,sukma district,2,13471.0,chhattisgarh,2019
865029.0,raigarh district,2,156178.0,chhattisgarh,2019
1438732.0,janjgir champa district,2,147327.0,chhattisgarh,2019
228722.0,jashpur district,2,41149.0,chhattisgarh,2019
240564.0,balod district,2,49629.0,chhattisgarh,2019
215125.0,kabirdham district,2,43027.0,chhattisgarh,2019
405600.0,surguja district,2,71076.0,chhattisgarh,2019
125417.0,dantewada district,2,20567.0,chhattisgarh,2019
162851.0,gariyaband district,2,29595.0,chhattisgarh,2019
1648362.0,durg district,2,257557.0,chhattisgarh,2019
489047.0,rajnandgaon district,2,91198.0,chhattisgarh,2019
2581481.0,raipur district,2,405792.0,chhattisgarh,2019
49504.0,narayanpur district,2,7310.0,chhattisgarh,2019
254042.0,kanker district,2,42656.0,chhattisgarh,2019
253724.0,korea district,2,47709.0,chhattisgarh,2019
152275.0,mungeli district,2,31068.0,chhattisgarh,2019
1112112.0,bilaspur district,2,209039.0,chhattisgarh,2019
214601.0,balrampur district,2,32072.0,chhattisgarh,2019
129715.0,bijapur district,2,15866.0,chhattisgarh,2019
196879.0,bemetara district,2,41571.0,chhattisgarh,2019
306391.0,bastar district,2,48796.0,chhattisgarh,2019
131604.0,kondagaon district,2,23091.0,chhattisgarh,2019
338064.0,mahasamund district,2,65492.0,chhattisgarh,2019
810027.0,dhamtari district,3,56490.0,chhattisgarh,2019
2213038.0,korba district,3,131850.0,chhattisgarh,2019
764794.0,surajpur district,3,49502.0,chhattisgarh,2019
1376499.0,baloda bazar district,3,93416.0,chhattisgarh,2019
358888.0,sukma district,3,15279.0,chhattisgarh,2019
2931974.0,raigarh district,3,170447.0,chhattisgarh,2019
4799392.0,janjgir champa district,3,161232.0,chhattisgarh,2019
746166.0,jashpur district,3,45820.0,chhattisgarh,2019
765025.0,balod district,3,54969.0,chhattisgarh,2019
690082.0,kabirdham district,3,47753.0,chhattisgarh,2019
1391594.0,surguja district,3,79170.0,chhattisgarh,2019
484093.0,dantewada district,3,23099.0,chhattisgarh,2019
539156.0,gariyaband district,3,32332.0,chhattisgarh,2019
6359888.0,durg district,3,289803.0,chhattisgarh,2019
1607087.0,rajnandgaon district,3,101617.0,chhattisgarh,2019
9790726.0,raipur district,3,455785.0,chhattisgarh,2019
184839.0,narayanpur district,3,8433.0,chhattisgarh,2019
894748.0,kanker district,3,48053.0,chhattisgarh,2019
850973.0,korea district,3,52380.0,chhattisgarh,2019
460088.0,mungeli district,3,34553.0,chhattisgarh,2019
3912885.0,bilaspur district,3,230364.0,chhattisgarh,2019
702832.0,balrampur district,3,35659.0,chhattisgarh,2019
447468.0,bijapur district,3,18114.0,chhattisgarh,2019
628499.0,bemetara district,3,45724.0,chhattisgarh,2019
1064689.0,bastar district,3,55159.0,chhattisgarh,2019
469456.0,kondagaon district,3,26016.0,chhattisgarh,2019
1117435.0,mahasamund district,3,72039.0,chhattisgarh,2019
1008239.0,dhamtari district,4,62892.0,chhattisgarh,2019
2916267.0,korba district,4,147812.0,chhattisgarh,2019
1035362.0,surajpur district,4,56178.0,chhattisgarh,2019
1738972.0,baloda bazar district,4,104742.0,chhattisgarh,2019
417726.0,sukma district,4,17353.0,chhattisgarh,2019
3695931.0,raigarh district,4,189764.0,chhattisgarh,2019
5052142.0,janjgir champa district,4,180195.0,chhattisgarh,2019
952488.0,jashpur district,4,52404.0,chhattisgarh,2019
973572.0,balod district,4,61992.0,chhattisgarh,2019
867524.0,kabirdham district,4,53883.0,chhattisgarh,2019
1819241.0,surguja district,4,89297.0,chhattisgarh,2019
563817.0,dantewada district,4,26072.0,chhattisgarh,2019
668602.0,gariyaband district,4,35867.0,chhattisgarh,2019
7774097.0,durg district,4,321390.0,chhattisgarh,2019
2012284.0,rajnandgaon district,4,113965.0,chhattisgarh,2019
12048734.0,raipur district,4,506122.0,chhattisgarh,2019
214657.0,narayanpur district,4,9565.0,chhattisgarh,2019
1096822.0,kanker district,4,55163.0,chhattisgarh,2019
1109403.0,korea district,4,58350.0,chhattisgarh,2019
594474.0,mungeli district,4,39349.0,chhattisgarh,2019
5102876.0,bilaspur district,4,257350.0,chhattisgarh,2019
945187.0,balrampur district,4,40750.0,chhattisgarh,2019
521944.0,bijapur district,4,20595.0,chhattisgarh,2019
800417.0,bemetara district,4,51556.0,chhattisgarh,2019
1336400.0,bastar district,4,62497.0,chhattisgarh,2019
567001.0,kondagaon district,4,29904.0,chhattisgarh,2019
1444798.0,mahasamund district,4,80893.0,chhattisgarh,2019
1177494.0,dhamtari district,1,69476.0,chhattisgarh,2020
3380235.0,korba district,1,163500.0,chhattisgarh,2020
1215929.0,surajpur district,1,61965.0,chhattisgarh,2020
2012251.0,baloda bazar district,1,115907.0,chhattisgarh,2020
475708.0,sukma district,1,19269.0,chhattisgarh,2020
4122100.0,raigarh district,1,208338.0,chhattisgarh,2020
5380445.0,janjgir champa district,1,199431.0,chhattisgarh,2020
1142635.0,jashpur district,1,59351.0,chhattisgarh,2020
1158964.0,balod district,1,68724.0,chhattisgarh,2020
1057255.0,kabirdham district,1,60401.0,chhattisgarh,2020
2073053.0,surguja district,1,98711.0,chhattisgarh,2020
616147.0,dantewada district,1,28594.0,chhattisgarh,2020
776632.0,gariyaband district,1,39610.0,chhattisgarh,2020
8458392.0,durg district,1,353311.0,chhattisgarh,2020
2331110.0,rajnandgaon district,1,126699.0,chhattisgarh,2020
13218985.0,raipur district,1,559412.0,chhattisgarh,2020
243682.0,narayanpur district,1,10674.0,chhattisgarh,2020
1271896.0,kanker district,1,61891.0,chhattisgarh,2020
1222085.0,korea district,1,63940.0,chhattisgarh,2020
709713.0,mungeli district,1,44303.0,chhattisgarh,2020
5715987.0,bilaspur district,1,284320.0,chhattisgarh,2020
1106067.0,balrampur district,1,45517.0,chhattisgarh,2020
585981.0,bijapur district,1,22680.0,chhattisgarh,2020
960530.0,bemetara district,1,57258.0,chhattisgarh,2020
1449271.0,bastar district,1,69623.0,chhattisgarh,2020
683246.0,kondagaon district,1,33640.0,chhattisgarh,2020
1678308.0,mahasamund district,1,89942.0,chhattisgarh,2020
1468767.0,dhamtari district,2,79474.0,chhattisgarh,2020
3948081.0,korba district,2,184399.0,chhattisgarh,2020
1405897.0,surajpur district,2,70166.0,chhattisgarh,2020
2668360.0,baloda bazar district,2,134301.0,chhattisgarh,2020
549741.0,sukma district,2,21763.0,chhattisgarh,2020
4690035.0,raigarh district,2,233080.0,chhattisgarh,2020
6918427.0,janjgir champa district,2,227716.0,chhattisgarh,2020
1452221.0,jashpur district,2,69500.0,chhattisgarh,2020
1524125.0,balod district,2,79582.0,chhattisgarh,2020
1431151.0,kabirdham district,2,70568.0,chhattisgarh,2020
2058364.0,surguja district,2,110765.0,chhattisgarh,2020
696614.0,dantewada district,2,32064.0,chhattisgarh,2020
991698.0,gariyaband district,2,45722.0,chhattisgarh,2020
7558938.0,durg district,2,387874.0,chhattisgarh,2020
2708564.0,rajnandgaon district,2,146098.0,chhattisgarh,2020
11213191.0,raipur district,2,616931.0,chhattisgarh,2020
286793.0,narayanpur district,2,12161.0,chhattisgarh,2020
1475562.0,kanker district,2,71514.0,chhattisgarh,2020
1446776.0,korea district,2,71660.0,chhattisgarh,2020
1062091.0,mungeli district,2,52631.0,chhattisgarh,2020
5179966.0,bilaspur district,2,316669.0,chhattisgarh,2020
1426830.0,balrampur district,2,52871.0,chhattisgarh,2020
653143.0,bijapur district,2,25534.0,chhattisgarh,2020
1295832.0,bemetara district,2,67115.0,chhattisgarh,2020
1465913.0,bastar district,2,78865.0,chhattisgarh,2020
800308.0,kondagaon district,2,39518.0,chhattisgarh,2020
2115996.0,mahasamund district,2,103117.0,chhattisgarh,2020
1790640.0,dhamtari district,3,89508.0,chhattisgarh,2020
5026826.0,korba district,3,204448.0,chhattisgarh,2020
1841882.0,surajpur district,3,79907.0,chhattisgarh,2020
3180025.0,baloda bazar district,3,150975.0,chhattisgarh,2020
686019.0,sukma district,3,24549.0,chhattisgarh,2020
6050750.0,raigarh district,3,259581.0,chhattisgarh,2020
7932461.0,janjgir champa district,3,254275.0,chhattisgarh,2020
1779430.0,jashpur district,3,79728.0,chhattisgarh,2020
1852205.0,balod district,3,90672.0,chhattisgarh,2020
1675078.0,kabirdham district,3,80175.0,chhattisgarh,2020
2702225.0,surguja district,3,124081.0,chhattisgarh,2020
879769.0,dantewada district,3,36067.0,chhattisgarh,2020
1150137.0,gariyaband district,3,51653.0,chhattisgarh,2020
9982427.0,durg district,3,426052.0,chhattisgarh,2020
3393874.0,rajnandgaon district,3,166416.0,chhattisgarh,2020
15366190.0,raipur district,3,679027.0,chhattisgarh,2020
345785.0,narayanpur district,3,14025.0,chhattisgarh,2020
1829476.0,kanker district,3,81984.0,chhattisgarh,2020
1900699.0,korea district,3,80301.0,chhattisgarh,2020
1136447.0,mungeli district,3,59262.0,chhattisgarh,2020
6741931.0,bilaspur district,3,349586.0,chhattisgarh,2020
1765014.0,balrampur district,3,60953.0,chhattisgarh,2020
818562.0,bijapur district,3,28816.0,chhattisgarh,2020
1493775.0,bemetara district,3,75434.0,chhattisgarh,2020
1887298.0,bastar district,3,89115.0,chhattisgarh,2020
1027009.0,kondagaon district,3,46426.0,chhattisgarh,2020
2682672.0,mahasamund district,3,116370.0,chhattisgarh,2020
2126899.0,dhamtari district,4,98847.0,chhattisgarh,2020
6558373.0,korba district,4,225683.0,chhattisgarh,2020
2246840.0,surajpur district,4,88664.0,chhattisgarh,2020
3814790.0,baloda bazar district,4,166144.0,chhattisgarh,2020
815257.0,sukma district,4,27330.0,chhattisgarh,2020
7364429.0,raigarh district,4,285081.0,chhattisgarh,2020
9105398.0,janjgir champa district,4,280474.0,chhattisgarh,2020
2102983.0,jashpur district,4,89257.0,chhattisgarh,2020
2189077.0,balod district,4,100350.0,chhattisgarh,2020
1989496.0,kabirdham district,4,88933.0,chhattisgarh,2020
3521741.0,surguja district,4,137221.0,chhattisgarh,2020
1055061.0,dantewada district,4,39961.0,chhattisgarh,2020
1386237.0,gariyaband district,4,57272.0,chhattisgarh,2020
13127877.0,durg district,4,464870.0,chhattisgarh,2020
4241707.0,rajnandgaon district,4,185815.0,chhattisgarh,2020
20905346.0,raipur district,4,743167.0,chhattisgarh,2020
421492.0,narayanpur district,4,15750.0,chhattisgarh,2020
2228681.0,kanker district,4,92301.0,chhattisgarh,2020
2406865.0,korea district,4,88889.0,chhattisgarh,2020
1341069.0,mungeli district,4,65436.0,chhattisgarh,2020
9161691.0,bilaspur district,4,384115.0,chhattisgarh,2020
1962238.0,balrampur district,4,68062.0,chhattisgarh,2020
1041505.0,bijapur district,4,32020.0,chhattisgarh,2020
1751930.0,bemetara district,4,83243.0,chhattisgarh,2020
2428240.0,bastar district,4,99717.0,chhattisgarh,2020
1246665.0,kondagaon district,4,52463.0,chhattisgarh,2020
3358580.0,mahasamund district,4,129536.0,chhattisgarh,2020
2232426.0,dhamtari district,1,106354.0,chhattisgarh,2021
7257892.0,korba district,1,243030.0,chhattisgarh,2021
2611995.0,surajpur district,1,96117.0,chhattisgarh,2021
4204907.0,baloda bazar district,1,178486.0,chhattisgarh,2021
879035.0,sukma district,1,29547.0,chhattisgarh,2021
8346426.0,raigarh district,1,306712.0,chhattisgarh,2021
9881334.0,janjgir champa district,1,301931.0,chhattisgarh,2021
2306566.0,jashpur district,1,96584.0,chhattisgarh,2021
2315276.0,balod district,1,107814.0,chhattisgarh,2021
2239620.0,kabirdham district,1,96069.0,chhattisgarh,2021
4112955.0,surguja district,1,147969.0,chhattisgarh,2021
1131007.0,dantewada district,1,43171.0,chhattisgarh,2021
1473412.0,gariyaband district,1,61687.0,chhattisgarh,2021
14831934.0,durg district,1,498453.0,chhattisgarh,2021
4865613.0,rajnandgaon district,1,200572.0,chhattisgarh,2021
24692422.0,raipur district,1,800224.0,chhattisgarh,2021
425638.0,narayanpur district,1,17030.0,chhattisgarh,2021
2351676.0,kanker district,1,99897.0,chhattisgarh,2021
2685639.0,korea district,1,96149.0,chhattisgarh,2021
1531522.0,mungeli district,1,70557.0,chhattisgarh,2021
11193132.0,bilaspur district,1,413692.0,chhattisgarh,2021
2249510.0,balrampur district,1,73826.0,chhattisgarh,2021
1108201.0,bijapur district,1,34702.0,chhattisgarh,2021
1910858.0,bemetara district,1,89481.0,chhattisgarh,2021
2740623.0,bastar district,1,107818.0,chhattisgarh,2021
1323116.0,kondagaon district,1,57107.0,chhattisgarh,2021
3745969.0,mahasamund district,1,139572.0,chhattisgarh,2021
4464656.0,dhamtari district,2,113769.0,chhattisgarh,2021
11814325.0,korba district,2,260168.0,chhattisgarh,2021
6798211.0,surajpur district,2,103184.0,chhattisgarh,2021
8378757.0,baloda bazar district,2,191114.0,chhattisgarh,2021
2245148.0,sukma district,2,31825.0,chhattisgarh,2021
12301515.0,raigarh district,2,328664.0,chhattisgarh,2021
14544124.0,janjgir champa district,2,322297.0,chhattisgarh,2021
7710351.0,jashpur district,2,104482.0,chhattisgarh,2021
5155212.0,balod district,2,115485.0,chhattisgarh,2021
5323462.0,kabirdham district,2,103257.0,chhattisgarh,2021
6989066.0,surguja district,2,158949.0,chhattisgarh,2021
2354791.0,dantewada district,2,46424.0,chhattisgarh,2021
4445890.0,gariyaband district,2,66482.0,chhattisgarh,2021
12403562.0,durg district,2,531550.0,chhattisgarh,2021
10469078.0,rajnandgaon district,2,215143.0,chhattisgarh,2021
24005556.0,raipur district,2,855848.0,chhattisgarh,2021
996566.0,narayanpur district,2,18307.0,chhattisgarh,2021
6443903.0,kanker district,2,107701.0,chhattisgarh,2021
6376837.0,korea district,2,103611.0,chhattisgarh,2021
3600246.0,mungeli district,2,75644.0,chhattisgarh,2021
14110873.0,bilaspur district,2,442330.0,chhattisgarh,2021
8600032.0,balrampur district,2,79703.0,chhattisgarh,2021
2519855.0,bijapur district,2,37320.0,chhattisgarh,2021
5123252.0,bemetara district,2,96198.0,chhattisgarh,2021
5575817.0,bastar district,2,115879.0,chhattisgarh,2021
4297614.0,kondagaon district,2,61738.0,chhattisgarh,2021
8736018.0,mahasamund district,2,149983.0,chhattisgarh,2021
5603133.0,dhamtari district,3,122349.0,chhattisgarh,2021
16623063.0,korba district,3,279897.0,chhattisgarh,2021
9477903.0,surajpur district,3,111753.0,chhattisgarh,2021
10767066.0,baloda bazar district,3,205941.0,chhattisgarh,2021
3197451.0,sukma district,3,34529.0,chhattisgarh,2021
17052359.0,raigarh district,3,354087.0,chhattisgarh,2021
17403707.0,janjgir champa district,3,346366.0,chhattisgarh,2021
9804141.0,jashpur district,3,113637.0,chhattisgarh,2021
6355356.0,balod district,3,124200.0,chhattisgarh,2021
6730485.0,kabirdham district,3,111708.0,chhattisgarh,2021
10031433.0,surguja district,3,171276.0,chhattisgarh,2021
3121282.0,dantewada district,3,50242.0,chhattisgarh,2021
6272737.0,gariyaband district,3,71885.0,chhattisgarh,2021
16727312.0,durg district,3,568361.0,chhattisgarh,2021
14066183.0,rajnandgaon district,3,232140.0,chhattisgarh,2021
34032629.0,raipur district,3,917950.0,chhattisgarh,2021
1332425.0,narayanpur district,3,19877.0,chhattisgarh,2021
8813895.0,kanker district,3,116559.0,chhattisgarh,2021
8619169.0,korea district,3,111913.0,chhattisgarh,2021
4340738.0,mungeli district,3,81387.0,chhattisgarh,2021
19564262.0,bilaspur district,3,474660.0,chhattisgarh,2021
11635114.0,balrampur district,3,86704.0,chhattisgarh,2021
3474467.0,bijapur district,3,40492.0,chhattisgarh,2021
5967838.0,bemetara district,3,103776.0,chhattisgarh,2021
7716420.0,bastar district,3,125186.0,chhattisgarh,2021
6141062.0,kondagaon district,3,67316.0,chhattisgarh,2021
11614446.0,mahasamund district,3,161893.0,chhattisgarh,2021
4563914.0,dhamtari district,4,130540.0,chhattisgarh,2021
15291693.0,korba district,4,299191.0,chhattisgarh,2021
5888039.0,surajpur district,4,119950.0,chhattisgarh,2021
9299441.0,baloda bazar district,4,220188.0,chhattisgarh,2021
1683971.0,sukma district,4,37238.0,chhattisgarh,2021
18123023.0,raigarh district,4,378507.0,chhattisgarh,2021
19120514.0,janjgir champa district,4,368980.0,chhattisgarh,2021
5203432.0,jashpur district,4,122371.0,chhattisgarh,2021
4855195.0,balod district,4,132353.0,chhattisgarh,2021
4796979.0,kabirdham district,4,119692.0,chhattisgarh,2021
9370119.0,surguja district,4,183559.0,chhattisgarh,2021
2137469.0,dantewada district,4,53888.0,chhattisgarh,2021
3266847.0,gariyaband district,4,77202.0,chhattisgarh,2021
26669512.0,durg district,4,604621.0,chhattisgarh,2021
10157759.0,rajnandgaon district,4,248230.0,chhattisgarh,2021
44316810.0,raipur district,4,979741.0,chhattisgarh,2021
840302.0,narayanpur district,4,21314.0,chhattisgarh,2021
4897534.0,kanker district,4,125415.0,chhattisgarh,2021
5630126.0,korea district,4,120005.0,chhattisgarh,2021
3539284.0,mungeli district,4,87075.0,chhattisgarh,2021
23402865.0,bilaspur district,4,506449.0,chhattisgarh,2021
5017173.0,balrampur district,4,93661.0,chhattisgarh,2021
2174445.0,bijapur district,4,43663.0,chhattisgarh,2021
3953868.0,bemetara district,4,111174.0,chhattisgarh,2021
6108764.0,bastar district,4,134164.0,chhattisgarh,2021
3197223.0,kondagaon district,4,72791.0,chhattisgarh,2021
8246282.0,mahasamund district,4,173519.0,chhattisgarh,2021
9304051.0,dhamtari district,1,138724.0,chhattisgarh,2022
28555879.0,korba district,1,317604.0,chhattisgarh,2022
18928338.0,surajpur district,1,128121.0,chhattisgarh,2022
17052096.0,baloda bazar district,1,234464.0,chhattisgarh,2022
5650530.0,sukma district,1,39721.0,chhattisgarh,2022
28569591.0,raigarh district,1,403164.0,chhattisgarh,2022
17826573.0,janjgir champa district,1,392285.0,chhattisgarh,2022
23052569.0,jashpur district,1,131014.0,chhattisgarh,2022
11029061.0,balod district,1,140692.0,chhattisgarh,2022
11532414.0,kabirdham district,1,127669.0,chhattisgarh,2022
18501509.0,surguja district,1,195440.0,chhattisgarh,2022
5840979.0,dantewada district,1,57389.0,chhattisgarh,2022
13703262.0,gariyaband district,1,82487.0,chhattisgarh,2022
13567777.0,durg district,1,639688.0,chhattisgarh,2022
25331975.0,rajnandgaon district,1,264326.0,chhattisgarh,2022
34404453.0,raipur district,1,1038105.0,chhattisgarh,2022
3394010.0,narayanpur district,1,22756.0,chhattisgarh,2022
20092568.0,kanker district,1,133857.0,chhattisgarh,2022
16324553.0,korea district,1,127890.0,chhattisgarh,2022
7216878.0,mungeli district,1,92691.0,chhattisgarh,2022
24822855.0,bilaspur district,1,537617.0,chhattisgarh,2022
